indice_tiempo,region_de_destino,categoria_del_hotel,tasa_de_ocupacion_plazas,observaciones
2021-06-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-06-01,Cuyo,1 y 2 estrellas,0.12,""
2021-06-01,Cuyo,3 estrellas/boutiques/aparts,0.11,""
2021-06-01,Cuyo,4 y 5 estrellas,0.11,""
2021-06-01,Cuyo,Para Hoteles,0.05,""
2021-06-01,Cuyo,Total,0.1,""
2021-06-01,Córdoba,1 y 2 estrellas,0.18,""
2021-06-01,Córdoba,3 estrellas/boutiques/aparts,0.14,""
2021-06-01,Córdoba,4 y 5 estrellas,0.15,""
2021-06-01,Córdoba,Para Hoteles,0.05,""
2021-06-01,Córdoba,Total,0.14,""
2021-06-01,Litoral,1 y 2 estrellas,0.14,""
2021-06-01,Litoral,3 estrellas/boutiques/aparts,0.09,""
2021-06-01,Litoral,4 y 5 estrellas,0.08,""
2021-06-01,Litoral,Para Hoteles,0.06,""
2021-06-01,Litoral,Total,0.09,""
2021-06-01,Norte,1 y 2 estrellas,0.1,""
2021-06-01,Norte,3 estrellas/boutiques/aparts,0.16,""
2021-06-01,Norte,4 y 5 estrellas,0.18,""
2021-06-01,Norte,Para Hoteles,0.09,""
2021-06-01,Norte,Total,0.13,""
2021-06-01,Patagonia,1 y 2 estrellas,0.16,""
2021-06-01,Patagonia,3 estrellas/boutiques/aparts,0.1,""
2021-06-01,Patagonia,4 y 5 estrellas,0.15,""
2021-06-01,Patagonia,Para Hoteles,0.09,""
2021-06-01,Patagonia,Total,0.12,""
2021-07-01,Buenos Aires,1 y 2 estrellas,0.17,""
2021-07-01,Buenos Aires,3 estrellas/boutiques/aparts,0.24,""
2021-07-01,Buenos Aires,4 y 5 estrellas,0.33,""
2021-07-01,Buenos Aires,Para Hoteles,0.2,""
2021-07-01,Buenos Aires,Total,0.23,""
2021-07-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,Cuyo,1 y 2 estrellas,0.19,""
2021-07-01,Cuyo,3 estrellas/boutiques/aparts,0.33,""
2021-07-01,Cuyo,4 y 5 estrellas,0.32,""
2021-07-01,Cuyo,Para Hoteles,0.16,""
2021-07-01,Cuyo,Total,0.27,""
2021-07-01,Córdoba,1 y 2 estrellas,0.35,""
2021-07-01,Córdoba,3 estrellas/boutiques/aparts,0.45,""
2021-07-01,Córdoba,4 y 5 estrellas,0.38,""
2021-07-01,Córdoba,Para Hoteles,0.44,""
2021-07-01,Córdoba,Total,0.42,""
2021-07-01,Litoral,1 y 2 estrellas,0.16,""
2021-07-01,Litoral,3 estrellas/boutiques/aparts,0.2,""
2021-07-01,Litoral,4 y 5 estrellas,0.3,""
2021-07-01,Litoral,Para Hoteles,0.22,""
2021-07-01,Litoral,Total,0.24,""
2021-07-01,Norte,1 y 2 estrellas,0.22,""
2021-07-01,Norte,3 estrellas/boutiques/aparts,0.31,""
2021-07-01,Norte,4 y 5 estrellas,0.42,""
2021-07-01,Norte,Para Hoteles,0.23,""
2021-07-01,Norte,Total,0.28,""
2021-07-01,Patagonia,1 y 2 estrellas,0.42,""
2021-07-01,Patagonia,3 estrellas/boutiques/aparts,0.38,""
2021-07-01,Patagonia,4 y 5 estrellas,0.49,""
2021-07-01,Patagonia,Para Hoteles,0.28,""
2021-07-01,Patagonia,Total,0.38,""
2021-08-01,Buenos Aires,1 y 2 estrellas,0.17,""
2021-08-01,Buenos Aires,3 estrellas/boutiques/aparts,0.21,""
2021-08-01,Buenos Aires,4 y 5 estrellas,0.27,""
2021-08-01,Buenos Aires,Para Hoteles,0.17,""
2021-08-01,Buenos Aires,Total,0.2,""
2021-08-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,Cuyo,1 y 2 estrellas,0.17,""
2021-08-01,Cuyo,3 estrellas/boutiques/aparts,0.28,""
2021-08-01,Cuyo,4 y 5 estrellas,0.26,""
2021-08-01,Cuyo,Para Hoteles,0.12,""
2021-08-01,Cuyo,Total,0.22,""
2021-08-01,Córdoba,1 y 2 estrellas,0.25,""
2021-08-01,Córdoba,3 estrellas/boutiques/aparts,0.35,""
2021-08-01,Córdoba,4 y 5 estrellas,0.27,""
2021-08-01,Córdoba,Para Hoteles,0.31,""
2021-08-01,Córdoba,Total,0.3,""
2021-08-01,Litoral,1 y 2 estrellas,0.15,""
2021-08-01,Litoral,3 estrellas/boutiques/aparts,0.19,""
2021-08-01,Litoral,4 y 5 estrellas,0.26,""
2021-08-01,Litoral,Para Hoteles,0.16,""
2021-08-01,Litoral,Total,0.21,""
2021-08-01,Norte,1 y 2 estrellas,0.18,""
2021-08-01,Norte,3 estrellas/boutiques/aparts,0.3,""
2021-08-01,Norte,4 y 5 estrellas,0.41,""
2021-08-01,Norte,Para Hoteles,0.22,""
2021-08-01,Norte,Total,0.27,""
2021-08-01,Patagonia,1 y 2 estrellas,0.39,""
2021-08-01,Patagonia,3 estrellas/boutiques/aparts,0.44,""
2021-08-01,Patagonia,4 y 5 estrellas,0.55,""
2021-08-01,Patagonia,Para Hoteles,0.34,""
2021-08-01,Patagonia,Total,0.43,""
2021-09-01,Buenos Aires,1 y 2 estrellas,0.16,""
2021-09-01,Buenos Aires,3 estrellas/boutiques/aparts,0.21,""
2021-09-01,Buenos Aires,4 y 5 estrellas,0.29,""
2021-09-01,Buenos Aires,Para Hoteles,0.16,""
2021-09-01,Buenos Aires,Total,0.2,""
2021-09-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,Cuyo,1 y 2 estrellas,0.18,""
2021-09-01,Cuyo,3 estrellas/boutiques/aparts,0.33,""
2021-09-01,Cuyo,4 y 5 estrellas,0.34,""
2021-09-01,Cuyo,Para Hoteles,0.13,""
2021-09-01,Cuyo,Total,0.26,""
2021-09-01,Córdoba,1 y 2 estrellas,0.25,""
2021-09-01,Córdoba,3 estrellas/boutiques/aparts,0.38,""
2021-09-01,Córdoba,4 y 5 estrellas,0.3,""
2021-09-01,Córdoba,Para Hoteles,0.29,""
2021-09-01,Córdoba,Total,0.31,""
2021-09-01,Litoral,1 y 2 estrellas,0.15,""
2021-09-01,Litoral,3 estrellas/boutiques/aparts,0.26,""
2021-09-01,Litoral,4 y 5 estrellas,0.37,""
2021-09-01,Litoral,Para Hoteles,0.17,""
2021-09-01,Litoral,Total,0.26,""
2021-09-01,Norte,1 y 2 estrellas,0.19,""
2021-09-01,Norte,3 estrellas/boutiques/aparts,0.31,""
2021-09-01,Norte,4 y 5 estrellas,0.52,""
2021-09-01,Norte,Para Hoteles,0.24,""
2021-09-01,Norte,Total,0.3,""
2021-09-01,Patagonia,1 y 2 estrellas,0.51,""
2021-09-01,Patagonia,3 estrellas/boutiques/aparts,0.43,""
2021-09-01,Patagonia,4 y 5 estrellas,0.66,""
2021-09-01,Patagonia,Para Hoteles,0.34,""
2021-09-01,Patagonia,Total,0.47,""
2021-10-01,Buenos Aires,1 y 2 estrellas,0.22,""
2021-10-01,Buenos Aires,3 estrellas/boutiques/aparts,0.27,""
2021-10-01,Buenos Aires,4 y 5 estrellas,0.3,""
2021-10-01,Buenos Aires,Para Hoteles,0.25,""
2021-10-01,Buenos Aires,Total,0.27,""
2021-10-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,Cuyo,1 y 2 estrellas,0.26,""
2021-10-01,Cuyo,3 estrellas/boutiques/aparts,0.35,""
2021-10-01,Cuyo,4 y 5 estrellas,0.42,""
2021-10-01,Cuyo,Para Hoteles,0.17,""
2021-10-01,Cuyo,Total,0.31,""
2021-10-01,Córdoba,1 y 2 estrellas,0.35,""
2021-10-01,Córdoba,3 estrellas/boutiques/aparts,0.42,""
2021-10-01,Córdoba,4 y 5 estrellas,0.37,""
2021-10-01,Córdoba,Para Hoteles,0.34,""
2021-10-01,Córdoba,Total,0.37,""
2021-10-01,Litoral,1 y 2 estrellas,0.19,""
2021-10-01,Litoral,3 estrellas/boutiques/aparts,0.28,""
2021-10-01,Litoral,4 y 5 estrellas,0.41,""
2021-10-01,Litoral,Para Hoteles,0.23,""
2021-10-01,Litoral,Total,0.31,""
2021-10-01,Norte,1 y 2 estrellas,0.25,""
2021-10-01,Norte,3 estrellas/boutiques/aparts,0.32,""
2021-10-01,Norte,4 y 5 estrellas,0.55,""
2021-10-01,Norte,Para Hoteles,0.22,""
2021-10-01,Norte,Total,0.31,""
2021-10-01,Patagonia,1 y 2 estrellas,0.51,""
2021-10-01,Patagonia,3 estrellas/boutiques/aparts,0.34,""
2021-10-01,Patagonia,4 y 5 estrellas,0.51,""
2021-10-01,Patagonia,Para Hoteles,0.27,""
2021-10-01,Patagonia,Total,0.39,""
2021-11-01,Buenos Aires,1 y 2 estrellas,0.28,""
2021-11-01,Buenos Aires,3 estrellas/boutiques/aparts,0.31,""
2021-11-01,Buenos Aires,4 y 5 estrellas,0.36,""
2021-11-01,Buenos Aires,Para Hoteles,0.34,""
2021-11-01,Buenos Aires,Total,0.32,""
2021-11-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,Cuyo,1 y 2 estrellas,0.27,""
2021-11-01,Cuyo,3 estrellas/boutiques/aparts,0.41,""
2021-11-01,Cuyo,4 y 5 estrellas,0.46,""
2021-11-01,Cuyo,Para Hoteles,0.16,""
2021-11-01,Cuyo,Total,0.34,""
2021-11-01,Córdoba,1 y 2 estrellas,0.34,""
2021-11-01,Córdoba,3 estrellas/boutiques/aparts,0.44,""
2021-11-01,Córdoba,4 y 5 estrellas,0.45,""
2021-11-01,Córdoba,Para Hoteles,0.31,""
2021-11-01,Córdoba,Total,0.36,""
2021-11-01,Litoral,1 y 2 estrellas,0.24,""
2021-11-01,Litoral,3 estrellas/boutiques/aparts,0.32,""
2021-11-01,Litoral,4 y 5 estrellas,0.43,""
2021-11-01,Litoral,Para Hoteles,0.23,""
2021-11-01,Litoral,Total,0.33,""
2021-11-01,Norte,1 y 2 estrellas,0.21,""
2021-11-01,Norte,3 estrellas/boutiques/aparts,0.33,""
2021-11-01,Norte,4 y 5 estrellas,0.51,""
2021-11-01,Norte,Para Hoteles,0.23,""
2021-11-01,Norte,Total,0.31,""
2021-11-01,Patagonia,1 y 2 estrellas,0.54,""
2021-11-01,Patagonia,3 estrellas/boutiques/aparts,0.4,""
2021-11-01,Patagonia,4 y 5 estrellas,0.55,""
2021-11-01,Patagonia,Para Hoteles,0.31,""
2021-11-01,Patagonia,Total,0.43,""
2021-12-01,Buenos Aires,1 y 2 estrellas,0.36,""
2021-12-01,Buenos Aires,3 estrellas/boutiques/aparts,0.44,""
2021-12-01,Buenos Aires,4 y 5 estrellas,0.35,""
2021-12-01,Buenos Aires,Para Hoteles,0.45,""
2021-12-01,Buenos Aires,Total,0.41,""
2021-12-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,Cuyo,1 y 2 estrellas,0.23,""
2021-12-01,Cuyo,3 estrellas/boutiques/aparts,0.38,""
2021-12-01,Cuyo,4 y 5 estrellas,0.39,""
2021-12-01,Cuyo,Para Hoteles,0.17,""
2021-12-01,Cuyo,Total,0.31,""
2021-12-01,Córdoba,1 y 2 estrellas,0.31,""
2021-12-01,Córdoba,3 estrellas/boutiques/aparts,0.43,""
2021-12-01,Córdoba,4 y 5 estrellas,0.34,""
2021-12-01,Córdoba,Para Hoteles,0.35,""
2021-12-01,Córdoba,Total,0.36,""
2021-12-01,Litoral,1 y 2 estrellas,0.2,""
2021-12-01,Litoral,3 estrellas/boutiques/aparts,0.33,""
2021-12-01,Litoral,4 y 5 estrellas,0.4,""
2021-12-01,Litoral,Para Hoteles,0.24,""
2021-12-01,Litoral,Total,0.31,""
2021-12-01,Norte,1 y 2 estrellas,0.2,""
2021-12-01,Norte,3 estrellas/boutiques/aparts,0.27,""
2021-12-01,Norte,4 y 5 estrellas,0.44,""
2021-12-01,Norte,Para Hoteles,0.19,""
2021-12-01,Norte,Total,0.26,""
2021-12-01,Patagonia,1 y 2 estrellas,0.5,""
2021-12-01,Patagonia,3 estrellas/boutiques/aparts,0.41,""
2021-12-01,Patagonia,4 y 5 estrellas,0.58,""
2021-12-01,Patagonia,Para Hoteles,0.33,""
2021-12-01,Patagonia,Total,0.44,""
2022-01-01,Buenos Aires,1 y 2 estrellas,0.72,""
2022-01-01,Buenos Aires,3 estrellas/boutiques/aparts,0.7,""
2022-01-01,Buenos Aires,4 y 5 estrellas,0.67,""
2022-01-01,Buenos Aires,Para Hoteles,0.7,""
2022-01-01,Buenos Aires,Total,0.7,""
2022-01-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,CABA,3 estrellas/boutiques/aparts,0.39,""
2022-01-01,CABA,4 y 5 estrellas,0.29,""
2022-01-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,CABA,Total,0.33,""
2022-01-01,Cuyo,1 y 2 estrellas,0.35,""
2022-01-01,Cuyo,3 estrellas/boutiques/aparts,0.52,""
2022-01-01,Cuyo,4 y 5 estrellas,0.47,""
2022-01-01,Cuyo,Para Hoteles,0.46,""
2022-01-01,Cuyo,Total,0.46,""
2022-01-01,Córdoba,1 y 2 estrellas,0.52,""
2022-01-01,Córdoba,3 estrellas/boutiques/aparts,0.6,""
2022-01-01,Córdoba,4 y 5 estrellas,0.45,""
2022-01-01,Córdoba,Para Hoteles,0.65,""
2022-01-01,Córdoba,Total,0.59,""
2022-01-01,Litoral,1 y 2 estrellas,0.29,""
2022-01-01,Litoral,3 estrellas/boutiques/aparts,0.35,""
2022-01-01,Litoral,4 y 5 estrellas,0.41,""
2022-01-01,Litoral,Para Hoteles,0.39,""
2022-01-01,Litoral,Total,0.38,""
2022-01-01,Norte,1 y 2 estrellas,0.29,""
2022-01-01,Norte,3 estrellas/boutiques/aparts,0.34,""
2022-01-01,Norte,4 y 5 estrellas,0.42,""
2022-01-01,Norte,Para Hoteles,0.3,""
2022-01-01,Norte,Total,0.34,""
2022-01-01,Patagonia,1 y 2 estrellas,0.65,""
2022-01-01,Patagonia,3 estrellas/boutiques/aparts,0.59,""
2022-01-01,Patagonia,4 y 5 estrellas,0.71,""
2022-01-01,Patagonia,Para Hoteles,0.62,""
2022-01-01,Patagonia,Total,0.63,""
2022-02-01,Buenos Aires,1 y 2 estrellas,0.67,""
2022-02-01,Buenos Aires,3 estrellas/boutiques/aparts,0.68,""
2022-02-01,Buenos Aires,4 y 5 estrellas,0.68,""
2022-02-01,Buenos Aires,Para Hoteles,0.65,""
2022-02-01,Buenos Aires,Total,0.67,""
2022-02-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,CABA,3 estrellas/boutiques/aparts,0.43,""
2022-02-01,CABA,4 y 5 estrellas,0.39,""
2022-02-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,CABA,Total,0.4,""
2022-02-01,Cuyo,1 y 2 estrellas,0.36,""
2022-02-01,Cuyo,3 estrellas/boutiques/aparts,0.56,""
2022-02-01,Cuyo,4 y 5 estrellas,0.53,""
2022-02-01,Cuyo,Para Hoteles,0.45,""
2022-02-01,Cuyo,Total,0.49,""
2022-02-01,Córdoba,1 y 2 estrellas,0.53,""
2022-02-01,Córdoba,3 estrellas/boutiques/aparts,0.56,""
2022-02-01,Córdoba,4 y 5 estrellas,0.5,""
2022-02-01,Córdoba,Para Hoteles,0.63,""
2022-02-01,Córdoba,Total,0.57,""
2022-02-01,Litoral,1 y 2 estrellas,0.29,""
2022-02-01,Litoral,3 estrellas/boutiques/aparts,0.39,""
2022-02-01,Litoral,4 y 5 estrellas,0.48,""
2022-02-01,Litoral,Para Hoteles,0.43,""
2022-02-01,Litoral,Total,0.42,""
2022-02-01,Norte,1 y 2 estrellas,0.37,""
2022-02-01,Norte,3 estrellas/boutiques/aparts,0.39,""
2022-02-01,Norte,4 y 5 estrellas,0.52,""
2022-02-01,Norte,Para Hoteles,0.33,""
2022-02-01,Norte,Total,0.39,""
2022-02-01,Patagonia,1 y 2 estrellas,0.58,""
2022-02-01,Patagonia,3 estrellas/boutiques/aparts,0.55,""
2022-02-01,Patagonia,4 y 5 estrellas,0.7,""
2022-02-01,Patagonia,Para Hoteles,0.57,""
2022-02-01,Patagonia,Total,0.59,""
2022-03-01,Buenos Aires,1 y 2 estrellas,0.38,""
2022-03-01,Buenos Aires,3 estrellas/boutiques/aparts,0.39,""
2022-03-01,Buenos Aires,4 y 5 estrellas,0.41,""
2022-03-01,Buenos Aires,Para Hoteles,0.36,""
2022-03-01,Buenos Aires,Total,0.38,""
2022-03-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,CABA,3 estrellas/boutiques/aparts,0.48,""
2022-03-01,CABA,4 y 5 estrellas,0.41,""
2022-03-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,CABA,Total,0.43,""
2022-03-01,Cuyo,1 y 2 estrellas,0.29,""
2022-03-01,Cuyo,3 estrellas/boutiques/aparts,0.43,""
2022-03-01,Cuyo,4 y 5 estrellas,0.49,""
2022-03-01,Cuyo,Para Hoteles,0.21,""
2022-03-01,Cuyo,Total,0.37,""
2022-03-01,Córdoba,1 y 2 estrellas,0.37,""
2022-03-01,Córdoba,3 estrellas/boutiques/aparts,0.38,""
2022-03-01,Córdoba,4 y 5 estrellas,0.36,""
2022-03-01,Córdoba,Para Hoteles,0.38,""
2022-03-01,Córdoba,Total,0.38,""
2022-03-01,Litoral,1 y 2 estrellas,0.23,""
2022-03-01,Litoral,3 estrellas/boutiques/aparts,0.31,""
2022-03-01,Litoral,4 y 5 estrellas,0.39,""
2022-03-01,Litoral,Para Hoteles,0.25,""
2022-03-01,Litoral,Total,0.32,""
2022-03-01,Norte,1 y 2 estrellas,0.25,""
2022-03-01,Norte,3 estrellas/boutiques/aparts,0.32,""
2022-03-01,Norte,4 y 5 estrellas,0.45,""
2022-03-01,Norte,Para Hoteles,0.23,""
2022-03-01,Norte,Total,0.31,""
2022-03-01,Patagonia,1 y 2 estrellas,0.53,""
2022-03-01,Patagonia,3 estrellas/boutiques/aparts,0.42,""
2022-03-01,Patagonia,4 y 5 estrellas,0.6,""
2022-03-01,Patagonia,Para Hoteles,0.39,""
2022-03-01,Patagonia,Total,0.47,""
2022-04-01,Buenos Aires,1 y 2 estrellas,0.23,""
2022-04-01,Buenos Aires,3 estrellas/boutiques/aparts,0.26,""
2022-04-01,Buenos Aires,4 y 5 estrellas,0.31,""
2022-04-01,Buenos Aires,Para Hoteles,0.23,""
2022-04-01,Buenos Aires,Total,0.25,""
2022-04-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,CABA,3 estrellas/boutiques/aparts,0.53,""
2022-04-01,CABA,4 y 5 estrellas,0.5,""
2022-04-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,CABA,Total,0.49,""
2022-04-01,Cuyo,1 y 2 estrellas,0.28,""
2022-04-01,Cuyo,3 estrellas/boutiques/aparts,0.43,""
2022-04-01,Cuyo,4 y 5 estrellas,0.48,""
2022-04-01,Cuyo,Para Hoteles,0.17,""
2022-04-01,Cuyo,Total,0.36,""
2022-04-01,Córdoba,1 y 2 estrellas,0.36,""
2022-04-01,Córdoba,3 estrellas/boutiques/aparts,0.42,""
2022-04-01,Córdoba,4 y 5 estrellas,0.36,""
2022-04-01,Córdoba,Para Hoteles,0.29,""
2022-04-01,Córdoba,Total,0.35,""
2022-04-01,Litoral,1 y 2 estrellas,0.25,""
2022-04-01,Litoral,3 estrellas/boutiques/aparts,0.34,""
2022-04-01,Litoral,4 y 5 estrellas,0.46,""
2022-04-01,Litoral,Para Hoteles,0.27,""
2022-04-01,Litoral,Total,0.36,""
2022-04-01,Norte,1 y 2 estrellas,0.31,""
2022-04-01,Norte,3 estrellas/boutiques/aparts,0.44,""
2022-04-01,Norte,4 y 5 estrellas,0.57,""
2022-04-01,Norte,Para Hoteles,0.24,""
2022-04-01,Norte,Total,0.38,""
2022-04-01,Patagonia,1 y 2 estrellas,0.43,""
2022-04-01,Patagonia,3 estrellas/boutiques/aparts,0.37,""
2022-04-01,Patagonia,4 y 5 estrellas,0.58,""
2022-04-01,Patagonia,Para Hoteles,0.26,""
2022-04-01,Patagonia,Total,0.4,""
2022-05-01,Buenos Aires,1 y 2 estrellas,0.13,""
2022-05-01,Buenos Aires,3 estrellas/boutiques/aparts,0.18,""
2022-05-01,Buenos Aires,4 y 5 estrellas,0.23,""
2022-05-01,Buenos Aires,Para Hoteles,0.12,""
2022-05-01,Buenos Aires,Total,0.16,""
2022-05-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,3 estrellas/boutiques/aparts,0.5,""
2022-05-01,CABA,4 y 5 estrellas,0.44,""
2022-05-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,Total,0.46,""
2022-05-01,Cuyo,1 y 2 estrellas,0.22,""
2022-05-01,Cuyo,3 estrellas/boutiques/aparts,0.37,""
2022-05-01,Cuyo,4 y 5 estrellas,0.42,""
2022-05-01,Cuyo,Para Hoteles,0.09,""
2022-05-01,Cuyo,Total,0.3,""
2022-05-01,Córdoba,1 y 2 estrellas,0.23,""
2022-05-01,Córdoba,3 estrellas/boutiques/aparts,0.3,""
2022-05-01,Córdoba,4 y 5 estrellas,0.33,""
2022-05-01,Córdoba,Para Hoteles,0.14,""
2022-05-01,Córdoba,Total,0.22,""
2022-05-01,Litoral,1 y 2 estrellas,0.26,""
2022-05-01,Litoral,3 estrellas/boutiques/aparts,0.29,""
2022-05-01,Litoral,4 y 5 estrellas,0.41,""
