periodo;rama_sector;fbkf_$2004
2006;501. Venta de vehículos automotores, excepto motocicletas; 117 
2006;502. Mantenimiento y reparación de vehículos automotores, excepto motocicletas; 43 
2006;503. Venta de partes, piezas y accesorios de vehículos automotores; 80 
2006;504. Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios; 7 
2006;505. Venta al por menor de combustible para vehículos automotores y motocicletas; 271 
2006;511. Venta al por mayor en comisión o consignación; 399 
2006;512. Venta al por mayor de materias primas agropecuarias, de animales vivos, alimentos, bebidas y tabaco, excepto en comisión o consignación; 360 
2006;513. Venta al por mayor de artículos de uso doméstico y/o personal; 234 
2006;514. Venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios; 321 
2006;515. Venta al por mayor de máquinas, equipo y materiales conexos; 311 
2006;519. Venta al por mayor de mercancías n.c.p.;-16 
2006;521. Venta al por menor excepto la especializada; 1.678 
2006;522. Venta al por menor de productos alimentarios, bebidas y tabaco en comercios especializados; 31 
2006;523. Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados; 407 
2006;524. Venta al por menor de artículos usados excluidos automotores y motocicletas;-1 
2006;525. Venta al por menor no realizada en establecimientos; 4 
2006;526. Reparación de efectos personales y enseres domésticos; 12 
2006;H - Servicios de hotelería y restaurantes; 558 
2006;551. Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal; 441 
2006;552. Servicios de expendio de comidas y bebidas; 118 
2006;I - Servicios de transporte, de almacenamiento y de comunicaciones; 9.872 
2006;601. Servicio de transporte ferroviario; 3.017 
2006;602. Servicio de transporte automotor; 1.901 
2006;603. Servicio de transporte por tuberías; 211 
2006;611. Servicio de transporte marítimo;-13 
2006;612. Servicio de transporte fluvial; 9 
2006;621. Servicio de transporte aéreo de cargas; 13 
2006;622. Servicio de transporte aéreo de pasajeros; 1.521 
2006;631. Servicios de manipulación de carga; 23 
2006;632. Servicios de almacenamiento y depósito; 74 
2006;633. Servicios complementarios para el transporte; 311 
2006;634. Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico; 99 
2006;635. Servicios de gestión y logística para el transporte de mercaderías; 37 
2006;641. Servicios de correos;-100 
2006;642. Servicios de telecomunicaciones; 2.770 
2006;J - Intermediación financiera y otros servicios financieros; 2.483 
2006;651. Intermediación monetaria y financiera de la banca central; 7 
2006;652. Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias; 1.855 
2006;659. Servicios financieros excepto los de la banca central y las entidades financieras; 340 
2006;661. Servicios de seguros; 240 
2006;662. Servicios de administración de fondos de jubilaciones y pensiones; 7 
2006;671. Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 22 
2006;672. Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones; 10 
2006;K - Servicios inmobiliarios, empresariales y de alquiler; 3.382 
2006;701. Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados; 2.220 
2006;702. Servicios inmobiliarios realizados a cambio de una retribución o por contrata; 19 
2006;711. Alquiler de equipo de transporte; 82 
2006;712. Alquiler de maquinaria y equipo n.c.p.; 197 
2006;713. Alquiler de efectos personales y enseres domésticos n.c.p.; 3 
2006;721. Servicios de consultores en equipo de informática; 3 
2006;722. Servicios de consultores en informática y suministros de programas de informática; 60 
2006;723. Procesamiento de datos; 65 
2006;724. Servicios relacionados con bases de datos; 15 
2006;725. Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática; 16 
2006;729. Actividades de informática n.c.p.; 86 
2006;731. Investigación y desarrollo experimental en el campo de la ingeniería y de las ciencias exactas y naturales; 20 
2006;732. Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades;-4 
2006;"741. Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"; 63 
2006;742. Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.; 137 
2006;743. Servicios de publicidad; 53 
2006;749. Servicios empresariales n.c.p.; 347 
2006;L - Administración pública, defensa y seguridad social obligatoria; 120 
2006;751. Servicios de la administración pública; 25 
2006;752. Prestación pública de servicios a la comunidad en general; 7 
2006;753. Servicios de la seguridad social obligatoria; 88 
2006;M - Enseñanza; 87 
2006;801. Enseñanza inicial y primaria; 8 
2006;802. Enseñanza secundaria; 18 
2006;803. Enseñanza superior y formación de posgrado; 35 
2006;809. Enseñanza para adultos y servicios de enseñanza n.c.p.; 26 
2006;N - Servicios sociales y de salud; 472 
2006;851. Servicios relacionados con la salud humana; 497 
2006;852. Servicios veterinarios;-1 
2006;853. Servicios sociales;-24 
2006;O - Servicios comunitarios, sociales y personales n.c.p.; 1.609 
2006;900. Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares; 156 
2006;911. Servicios de organizaciones empresariales, profesionales y de empleadores; 274 
2006;912. Servicios de sindicatos; 195 
2006;919. Servicios de asociaciones n.c.p.; 405 
2006;921. Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p.;-32 
2006;922. Servicios de agencias de noticias;-5 
2006;923. Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p.; 2 
2006;924. Servicios para la práctica deportiva y de entretenimiento n.c.p.; 593 
2006;930. Servicios n.c.p.; 21 
2006;Otras actividades; 8 
2007;Reproductiva Privada Total; 73.566 
2007;A - Agricultura, ganadería, caza y silvicultura; 3.090 
2007;011. Cultivos agrícolas; 1.737 
2007;012. Cría de animales; 1.011 
2007;014. Servicios agrícolas y pecuarios, excepto los veterinarios; 334 
2007;015. Caza y captura de animales vivos, repoblación de animales de caza y servicios conexos;-0 
2007;020. Silvicultura, extracción de madera y servicios conexos; 9 
2007;B - Pesca y servicios conexos;-48 
2007;050. Pesca y servicios conexos;-48 
2007;C - Explotación de minas y canteras; 26.415 
2007;101. Extracción y aglomeración de carbón;-7 
2007;102. Extracción y aglomeración de lignito; -   
2007;103. Extracción y aglomeración de turba; 1 
2007;111. Extracción de petróleo crudo y gas natural; 21.599 
2007;112. Actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección; 2.127 
2007;120. Extracción de minerales y concentrados de uranio y torio; 1 
2007;131. Extracción de minerales de hierro; 189 
2007;132. Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio; 2.031 
2007;141. Extracción de piedra, arena y arcillas; 137 
2007;142. Explotación de minas y canteras n.c.p.; 338 
2007;D - Industria manufacturera; 15.545 
2007;151. Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas; 1.626 
2007;152.Elaboración de productos lácteos; 183 
2007;153. Elaboración de productos de molinería, almidones y productos derivados del almidón y de alimentos preparados para animales; 118 
2007;154. Elaboración de productos alimenticios n.c.p.; 1.025 
2007;155. Elaboración de bebidas; 418 
2007;160. Elaboración de productos de tabaco;-227 
2007;171. Fabricación de hilados y tejidos, acabado de productos textiles; 117 
2007;172. Fabricación de productos textiles n.c.p.; 262 
2007;173. Fabricación de tejidos de punto y artículos de punto y ganchillo; 36 
2007;181. Confección de prendas de vestir, excepto prendas de piel;-3 
2007;"182. Terminación y teñido de pieles; fabricación de artículos de piel";-4 
2007;"191. Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería"; 90 
2007;192. Fabricación de calzado y de sus partes; 28 
2007;201. Aserrado y cepillado de madera; 11 
2007;202. Fabricación de productos de madera, corcho, paja y materiales trenzables; 68 
2007;210. Fabricación de papel y productos de papel; 1.465 
2007;221. Edición; 133 
2007;222. Impresión y servicios conexos; 136 
2007;223. Reproducción de grabaciones;-1 
2007;231. Fabricación de productos de hornos de coque; 3 
2007;232. Fabricación de productos de la refinación del petróleo;-44 
2007;233. Elaboración de combustible nuclear; 11 
2007;241. Fabricación de sustancias químicas básicas;-53 
2007;242. Fabricación de productos químicos n.c.p.; 291 
2007;243. Fabricación de fibras manufacturadas;-8 
2007;251. Fabricación de productos de caucho; 90 
2007;252. Fabricación de productos de plástico; 516 
2007;261. Fabricación de vidrio y productos de vidrio; 174 
2007;269. Fabricación de productos minerales no metálicos n.c.p.; 1.621 
2007;271. Industrias básicas de hierro y acero; 1.771 
2007;272. Fabricación de productos primarios de metales preciosos y metales no ferrosos; 2.762 
2007;273. Fundición de metales; 86 
2007;281. Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor; 83 
2007;"289. Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales"; 432 
2007;291. Fabricación de maquinaria de uso general; 89 
2007;292. Fabricación de maquinaria de uso especial; 181 
2007;293. Fabricación de aparatos de uso doméstico n.c.p.; 106 
2007;300. Fabricación de maquinaria de oficina, contabilidad e informática; 20 
2007;311. Fabricación de motores, generadores y transformadores eléctricos; 60 
2007;312. Fabricación de aparatos de distribución y control de energía eléctrica; 24 
2007;313. Fabricación de hilos y cables aislados; 55 
2007;314. Fabricación de acumuladores y de pilas y baterías primarias; 9 
2007;315. Fabricación de lámparas eléctricas y equipo de iluminación; 0 
2007;319. Fabricación de equipo eléctrico n.c.p.; 20 
2007;321. Fabricación de tubos, válvulas y otros componentes electrónicos;-20 
2007;322. Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos;-94 
2007;323. Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos; 66 
2007;331. Fabricación de aparatos e instrumentos médicos y de aparatos para medir, verificar, ensayar, navegar y otros fines, excepto instrumentos de óptica; 17 
2007;332. Fabricación de instrumentos de óptica y equipo fotográfico; 6 
2007;333. Fabricación de relojes; 0 
2007;341. Fabricación de vehículos automotores; 1.140 
2007;"342. Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques"; 44 
2007;"343. Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores"; 349 
2007;351. Construcción y reparación de buques y embarcaciones n.c.p.;-10 
2007;352. Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías;-61 
2007;353. Fabricación y reparación de aeronaves;-5 
2007;359. Fabricación de equipo de transporte n.c.p.; 14 
2007;361. Fabricación de muebles y colchones; 52 
2007;369. Industrias manufactureras n.c.p.; 152 
2007;371. Reciclamiento de desperdicios y desechos metálicos; 87 
2007;372. Reciclamiento de desperdicios y desechos no metálicos; 31 
2007;E - Electricidad, gas y agua; 6.367 
2007;401. Generación, transporte y distribución de energía eléctrica; 5.527 
2007;402. Fabricación de gas y distribución de combustibles gaseosos por tuberías; 303 
2007;403. Suministro de vapor y agua caliente; -   
2007;410. Captación, depuración y distribución de agua; 537 
2007;F - Construcción; 2.500 
2007;451. Preparación de terrenos para obras; 213 
2007;452. Construcción de edificios y sus partes y obras de ingeniería civil; 2.161 
2007;453. Instalaciones para edificios y obras de ingeniería civil; 99 
2007;454. Terminación de edificios y obras de ingeniería civil; 10 
